#,,distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
895,895,1.137871,49,19,1.808289,4,0.693147,2,2.397895,29.87,0
896,896,1.062827,48,26,2.292535,2,0.693147,4.123106,2.079442,29.83,0
897,897,0.748691,48,26,2.292535,3,0.693147,3.316625,1.386294,29.86,0
898,898,0.434555,48,26,2.292535,1,0.693147,3.316625,1.386294,29.89,0
899,899,0.120419,48,26,2.292535,1,0.693147,5.567764,2.302585,29.91,13034
900,900,0.193717,48,26,2.292535,3,0.693147,5.385165,2.484907,29.89,10962
901,901,0.507853,48,26,2.292535,3,0.693147,5.385165,2.484907,29.88,2553
902,902,0.82199,48,26,2.292535,2,0.693147,4.472136,2.079442,29.89,0
903,903,1.136126,48,26,2.292535,3,1.098612,4.795832,2.70805,29.92,0
904,904,1.062827,47,19,1.526056,3,0.693147,3.741657,1.386294,29.9,0
905,905,0.748691,47,19,1.526056,4,0.693147,2.645751,1.791759,29.91,0
906,906,0.434555,47,19,1.526056,2,0.693147,4.123106,1.386294,29.93,0
907,907,0.120419,47,19,1.526056,3,0.693147,4.795832,1.386294,29.96,8491
908,908,0.193717,47,19,1.526056,3,0.693147,4.795832,2.197225,29.93,12958
909,909,0.507853,47,19,1.526056,3,0.693147,5.567764,1.791759,29.9,6769
910,910,0.82199,47,19,1.526056,4,0.693147,5.385165,1.386294,29.89,0
911,911,1.136126,47,19,1.526056,4,0.693147,4.795832,1.94591,29.89,0
912,912,1.064572,51,19,2.433613,4,0.693147,4.123106,2.302585,29.88,0
913,913,0.750436,51,19,2.433613,4,1.386294,4.123106,1.94591,29.84,0
914,914,0.4363,51,19,2.433613,4,0.693147,4.123106,1.791759,29.82,0
915,915,0.122164,51,19,2.433613,4,0.693147,4.472136,2.079442,29.84,2014
916,916,0.191972,51,19,2.433613,4,0.693147,4.795832,2.397895,29.81,1672
917,917,0.506108,51,19,2.433613,4,0.693147,5.291503,2.397895,29.78,212
918,918,0.820244,51,19,2.433613,4,0.693147,4.795832,1.94591,29.77,0
919,919,1.13438,51,19,2.433613,4,0.693147,5,3.135494,29.72,0
920,920,1.062718,47,28,3.095578,4,0.693147,3.741657,3.433987,29.65,0
921,921,0.749129,47,28,3.095578,4,1.386294,3.162278,2.772589,29.64,0
922,922,0.43554,47,28,3.095578,4,0.693147,2.645751,3.218876,29.67,0
923,923,0.121951,47,28,3.095578,3,1.791759,2,3.258097,29.79,7417
924,924,0.191638,47,28,3.095578,2,0.693147,6.557439,3.367296,29.81,20992
925,925,0.505226,47,28,3.095578,2,0.693147,5.656854,3.295837,29.86,5808
926,926,0.818815,47,28,3.095578,1,0.693147,5.656854,3.044522,29.91,0
927,927,1.132404,47,28,3.095578,1,0.693147,5.830952,2.833213,29.98,0
928,928,1.06446,47,29,1.774952,0,0.693147,5.385165,2.397895,30.04,0
929,929,0.750871,47,29,1.774952,0,0.693147,5.385165,2.302585,30.09,0
930,930,0.437282,47,29,1.774952,0,0.693147,5.09902,2.197225,30.17,0
931,931,0.123693,47,29,1.774952,1,0.693147,5.656854,1.386294,30.25,13246
932,932,0.189895,47,29,1.774952,1,0.693147,6.78233,1.791759,30.24,22387
933,933,0.503484,47,29,1.774952,2,0.693147,6.928203,1.386294,30.26,6491
934,934,0.817073,47,29,1.774952,3,0.693147,5.385165,2.197225,30.29,0
935,935,1.130662,47,29,1.774952,3,0.693147,5.09902,1.386294,30.32,0
936,936,1.06446,45,19,1.131402,1,0.693147,4.123106,1.386294,30.32,0
937,937,0.750871,45,19,1.131402,2,0.693147,3.316625,1.386294,30.34,0
938,938,0.437282,45,19,1.131402,2,0.693147,2.645751,1.386294,30.37,0
939,939,0.123693,45,19,1.131402,2,0.693147,4.472136,1.386294,30.39,6570
940,940,0.189895,45,19,1.131402,3,0.693147,5.385165,1.791759,30.37,13748
941,941,0.503484,45,19,1.131402,3,0.693147,5.830952,1.386294,30.36,1869
942,942,0.817073,45,19,1.131402,3,0.693147,4.795832,1.386294,30.36,0
943,943,1.130662,45,19,1.131402,3,0.693147,4.795832,1.386294,30.39,0
944,944,1.064348,51,19,1.223775,4,0.693147,3.741657,1.386294,30.38,0
945,945,0.751304,51,19,1.223775,4,0.693147,3.316625,1.386294,30.38,0
946,946,0.438261,51,19,1.223775,2,0.693147,3.316625,1.386294,30.37,101
947,947,0.125217,51,19,1.223775,3,0.693147,3.741657,2.197225,30.39,11039
948,948,0.187826,51,19,1.223775,3,0.693147,4.472136,1.386294,30.33,14950
949,949,0.50087,51,19,1.223775,3,0.693147,5.744563,1.386294,30.28,6341
950,950,0.813913,51,19,1.223775,2,0.693147,4.472136,1.386294,30.27,0
951,951,1.126957,51,19,1.223775,3,0.693147,3.741657,1.791759,30.27,0
952,952,1.064348,51,30,1.435085,2,0.693147,3.316625,1.386294,30.26,0
953,953,0.751304,51,30,1.435085,3,1.098612,2.645751,1.386294,30.26,0
954,954,0.438261,51,30,1.435085,3,1.098612,2.645751,1.386294,30.28,0
955,955,0.125217,51,30,1.435085,3,1.791759,3.162278,1.791759,30.3,3729
956,956,0.187826,51,30,1.435085,3,1.791759,3.741657,1.386294,30.25,8365
957,957,0.50087,51,30,1.435085,2,0.693147,5.291503,1.386294,30.22,6822
958,958,0.813913,51,30,1.435085,1,0.693147,2.645751,2.197225,30.2,0
959,959,1.126957,51,30,1.435085,1,0.693147,3.162278,1.386294,30.22,0
960,960,1.066087,50,34,1.722767,1,0.693147,3.316625,1.386294,30.21,0
961,961,0.753043,50,34,1.722767,2,1.791759,2.645751,1.791759,30.21,0
962,962,0.44,50,34,1.722767,3,1.94591,2,2.302585,30.21,15
963,963,0.126957,50,34,1.722767,3,2.420368,2.645751,1.94591,30.23,12426
964,964,0.186087,50,34,1.722767,1,1.94591,3.741657,1.386294,30.15,22458
965,965,0.49913,50,34,1.722767,1,0.693147,4.123106,1.94591,30.12,7453
966,966,0.812174,50,34,1.722767,1,0.693147,3.741657,1.94591,30.15,0
967,967,1.125217,50,34,1.722767,1,0.693147,2.645751,2.079442,30.19,0
968,968,1.064236,48,30,1.629241,3,1.609438,2,2.079442,30.2,0
969,969,0.751736,48,30,1.629241,4,2.442347,2,1.386294,30.2,0
970,970,0.439236,48,30,1.629241,4,2.463853,2,1.791759,30.22,0
971,971,0.126736,48,30,1.629241,4,2.442347,2,1.386294,30.26,2423
972,972,0.185764,48,30,1.629241,1,2.251292,2,1.386294,30.2,15177
973,973,0.498264,48,30,1.629241,3,2.374906,2,2.197225,30.18,5904
974,974,0.810764,48,30,1.629241,4,0.693147,2.645751,2.302585,30.17,0
975,975,1.123264,48,30,1.629241,4,0.693147,3.162278,1.791759,30.18,0
976,976,1.064125,47,19,1.568616,4,0.693147,2.645751,2.197225,30.17,0
977,977,0.752166,47,19,1.568616,4,0.693147,3.316625,2.079442,30.18,0
978,978,0.440208,47,19,1.568616,4,1.94591,2.645751,2.302585,30.18,0
979,979,0.12825,47,19,1.568616,4,2.079442,3.316625,1.791759,30.21,9650
980,980,0.183709,47,19,1.568616,4,1.791759,3.316625,1.386294,30.14,17059
981,981,0.495667,47,19,1.568616,2,1.609438,4.123106,1.94591,30.09,6573
982,982,0.807626,47,19,1.568616,0,2.079442,3.741657,1.791759,30.08,0
983,983,1.119584,47,19,1.568616,4,2.079442,3.316625,1.386294,30.07,0
984,984,1.062284,51,25,2.424803,4,2.351375,2,1.386294,30.03,0
985,985,0.750865,51,25,2.424803,4,2.327278,2,2.302585,30.02,0
986,986,0.439446,51,25,2.424803,4,2.079442,2,2.397895,29.95,0
987,987,0.128028,51,25,2.424803,4,2.197225,2.645751,1.94591,29.93,998
988,988,0.183391,51,25,2.424803,4,1.94591,3.162278,2.70805,29.91,3831
989,989,0.49481,51,25,2.424803,2,0.693147,5.09902,2.833213,29.92,4368
990,990,0.806228,51,25,2.424803,2,0.693147,5.09902,2.70805,29.95,0
991,991,1.117647,51,25,2.424803,2,0.693147,4.123106,2.197225,30,0
992,992,1.060449,44,30,1.824549,2,0.693147,4.472136,1.386294,30.01,0
993,993,0.749568,44,30,1.824549,1,0.693147,3.741657,1.94591,30.04,0
994,994,0.438687,44,30,1.824549,1,0.693147,3.741657,1.386294,30.05,6
995,995,0.127807,44,30,1.824549,2,0.693147,6.244998,1.386294,30.09,10848
996,996,0.183074,44,30,1.824549,3,0.693147,6.78233,2.079442,30.05,20941
997,997,0.493955,44,30,1.824549,3,0.693147,7.071068,2.639057,30.04,7581
998,998,0.804836,44,30,1.824549,1,0.693147,5.656854,1.386294,30.05,0
999,999,1.115717,44,30,1.824549,1,0.693147,4.898979,2.197225,30.07,0
1000,1000,1.062176,42,27,1.223775,0,0.693147,4.898979,1.386294,30.08,0
1001,1001,0.751295,42,27,1.223775,0,0.693147,5.196152,1.386294,30.1,0
1002,1002,0.440415,42,27,1.223775,0,0.693147,4.898979,1.386294,30.13,13
1003,1003,0.129534,42,27,1.223775,2,0.693147,5.385165,1.386294,30.21,11696
1004,1004,0.181347,42,27,1.223775,3,0.693147,6.244998,1.386294,30.17,20749
1005,1005,0.492228,42,27,1.223775,3,0.693147,6.928203,1.386294,30.17,6851
1006,1006,0.803109,42,27,1.223775,3,0.693147,5.656854,2.197225,30.22,0
1007,1007,1.11399,42,27,1.223775,3,0.693147,5.09902,1.386294,30.24,0
1008,1008,1.062176,46,19,1.648659,4,0.693147,4.795832,1.386294,30.22,0
1009,1009,0.751295,46,19,1.648659,4,0.693147,5.09902,1.386294,30.2,0
1010,1010,0.440415,46,19,1.648659,4,0.693147,5.656854,1.386294,30.2,0
1011,1011,0.129534,46,19,1.648659,4,0.693147,5.656854,1.386294,30.2,1847
1012,1012,0.181347,46,19,1.648659,4,2.351375,2.645751,1.386294,30.16,4988
1013,1013,0.492228,46,19,1.648659,4,2.351375,2,1.791759,30.18,1175
1014,1014,0.803109,46,19,1.648659,4,1.791759,2.645751,1.386294,30.21,0
1015,1015,1.11399,46,19,1.648659,3,1.098612,3.741657,2.079442,30.25,0
1016,1016,1.062069,49,19,1.504077,4,1.098612,3.741657,1.386294,30.25,0
1017,1017,0.751724,49,19,1.504077,4,0.693147,2.645751,1.386294,30.27,0
1018,1018,0.441379,49,19,1.504077,4,1.386294,3.741657,1.94591,30.26,0
1019,1019,0.131034,49,19,1.504077,4,1.386294,3.741657,1.94591,30.3,2312
1020,1020,0.17931,49,19,1.504077,4,0.693147,4.472136,1.386294,30.26,15975
1021,1021,0.489655,49,19,1.504077,3,0.693147,4.472136,1.386294,30.25,7508
1022,1022,0.8,49,19,1.504077,3,0.693147,2.645751,2.302585,30.27,0
1023,1023,1.110345,49,19,1.504077,4,0.693147,3.162278,1.386294,30.29,0
1024,1024,1.058419,49,19,1.568616,4,1.386294,2.645751,1.791759,30.26,0
1025,1025,0.749141,49,19,1.568616,4,2.079442,2.645751,1.791759,30.27,0
1026,1026,0.439863,49,19,1.568616,4,1.94591,3.316625,1.386294,30.26,0
1027,1027,0.130584,49,19,1.568616,4,1.94591,3.741657,1.386294,30.29,8716
1028,1028,0.178694,49,19,1.568616,1,1.94591,4.472136,1.386294,30.23,20917
1029,1029,0.487973,49,19,1.568616,1,1.791759,4.795832,1.386294,30.19,7239
1030,1030,0.797251,49,19,1.568616,0,1.098612,3.741657,1.94591,30.17,0
1031,1031,1.106529,49,19,1.568616,0,1.609438,3.741657,2.197225,30.16,0
1032,1032,1.058319,48,19,1.568616,2,1.94591,3.316625,2.079442,30.15,0
1033,1033,0.749571,48,19,1.568616,4,2.079442,3.316625,1.94591,30.18,0
1034,1034,0.440823,48,19,1.568616,4,2.079442,2.645751,1.386294,30.19,0
1035,1035,0.132075,48,19,1.568616,3,2.251292,4.123106,1.791759,30.22,8436
1036,1036,0.176672,48,19,1.568616,4,1.098612,3.741657,1.94591,30.17,7129
1037,1037,0.48542,48,19,1.568616,2,1.098612,4.472136,2.079442,30.18,7093
1038,1038,0.794168,48,19,1.568616,1,0.693147,3.316625,1.386294,30.2,0
1039,1039,1.102916,48,19,1.568616,0,1.386294,3.316625,1.386294,30.22,0
1040,1040,1.056507,49,19,2.028148,0,1.791759,2.645751,1.791759,30.22,0
1041,1041,0.748288,49,19,2.028148,4,2.302585,2,1.94591,30.24,0
1042,1042,0.440068,49,19,2.028148,4,2.463853,2,1.386294,30.27,3
1043,1043,0.131849,49,19,2.028148,1,1.94591,2,2.079442,30.3,12752
1044,1044,0.17637,49,19,2.028148,1,0.693147,7,2.639057,30.26,23728
1045,1045,0.484589,49,19,2.028148,1,0.693147,7.81025,1.94591,30.26,8333
1046,1046,0.792808,49,19,2.028148,1,0.693147,7.416198,2.397895,30.32,0
1047,1047,1.101027,49,19,2.028148,1,0.693147,7.348469,2.397895,30.37,0
1048,1048,1.054701,56,19,2.066863,1,0.693147,6.855655,2.397895,30.39,0
1049,1049,0.747009,56,19,2.066863,0,0.693147,6,2.70805,30.39,0
1050,1050,0.439316,56,19,2.066863,0,0.693147,6.244998,1.791759,30.39,3
1051,1051,0.131624,56,19,2.066863,0,0.693147,5.567764,2.397895,30.39,12646
1052,1052,0.176068,56,19,2.066863,0,0.693147,7.681146,1.791759,30.39,23280
1053,1053,0.483761,56,19,2.066863,1,0.693147,6.480741,2.079442,30.39,8262
1054,1054,0.791453,56,19,2.066863,1,0.693147,7,1.94591,30.39,0
1055,1055,1.099145,56,19,2.066863,0,0.693147,4.795832,1.791759,30.39,0
1056,1056,1.054608,48,19,1.308333,0,0.693147,4.795832,1.386294,30.39,0
1057,1057,0.74744,48,19,1.308333,0,0.693147,4.795832,1.94591,30.39,0
1058,1058,0.440273,48,19,1.308333,1,0.693147,4.123106,1.386294,30.39,0
1059,1059,0.133106,48,19,1.308333,1,0.693147,4.795832,1.386294,30.39,12521
1060,1060,0.174061,48,19,1.308333,2,0.693147,4.795832,1.791759,30.39,22737
1061,1061,0.481229,48,19,1.308333,3,0.693147,5.291503,1.791759,30.35,7538
1062,1062,0.788396,48,19,1.308333,2,0.693147,7,1.386294,30.32,0
1063,1063,1.095563,48,19,1.308333,1,0.693147,4.795832,1.386294,30.31,0
1064,1064,1.052811,59,19,2.351375,1,0.693147,5.385165,1.386294,30.29,0
1065,1065,0.746167,59,19,2.351375,1,0.693147,6.480741,2.302585,30.28,0
1066,1066,0.439523,59,19,2.351375,2,0.693147,7.211103,2.197225,30.29,128
1067,1067,0.132879,59,19,2.351375,3,0.693147,7.211103,2.890372,30.31,815
1068,1068,0.173765,59,19,2.351375,2,0.693147,7.071068,2.639057,30.27,0
1069,1069,0.480409,59,19,2.351375,1,0.693147,7.615773,2.833213,30.23,0
1070,1070,0.787053,59,19,2.351375,0,0.693147,6.928203,2.302585,30.25,0
1071,1071,1.093697,59,19,2.351375,0,0.693147,6.928203,2.197225,30.28,0
1072,1072,1.050934,61,19,1.84055,0,0.693147,6,2.079442,30.3,0
1073,1073,0.745331,61,19,1.84055,0,0.693147,6,2.197225,30.3,0
1074,1074,0.439728,61,19,1.84055,0,0.693147,4.472136,2.302585,30.3,0
1075,1075,0.134126,61,19,1.84055,0,0.693147,7.348469,2.302585,30.33,12826
1076,1076,0.171477,61,19,1.84055,0,0.693147,8.062258,2.079442,30.27,22992
1077,1077,0.47708,61,19,1.84055,0,0.693147,8.42615,1.386294,30.22,8465
1078,1078,0.782683,61,19,1.84055,0,0.693147,5.567764,1.386294,30.23,0
1079,1079,1.088285,61,19,1.84055,0,0.693147,6.557439,1.386294,30.24,0
1080,1080,1.049153,55,19,1.193922,0,0.693147,5.09902,1.791759,30.23,0
1081,1081,0.744068,55,19,1.193922,0,0.693147,3.741657,1.386294,30.22,0
1082,1082,0.438983,55,19,1.193922,0,0.693147,3.316625,1.386294,30.22,18
1083,1083,0.133898,55,19,1.193922,1,0.693147,4.472136,1.386294,30.24,12654
1084,1084,0.171186,55,19,1.193922,3,1.098612,4.690416,1.94591,30.17,22639
1085,1085,0.476271,55,19,1.193922,2,0.693147,7.745967,1.386294,30.14,8636
1086,1086,0.781356,55,19,1.193922,3,0.693147,6.708204,1.386294,30.15,0
1087,1087,1.086441,55,19,1.193922,2,0.693147,6,1.386294,30.16,0
1088,1088,1.047377,56,19,1.435085,1,0.693147,4.795832,1.386294,30.15,0
1089,1089,0.742809,56,19,1.435085,1,0.693147,4.472136,1.386294,30.14,0
1090,1090,0.43824,56,19,1.435085,1,0.693147,4.123106,1.791759,30.15,15
1091,1091,0.133672,56,19,1.435085,1,0.693147,7,2.302585,30.17,12969
1092,1092,0.170897,56,19,1.435085,1,0.693147,5.477226,1.94591,30.12,23144
1093,1093,0.475465,56,19,1.435085,1,0.693147,7.81025,1.386294,30.1,8684
1094,1094,0.780034,56,19,1.435085,1,0.693147,6,1.386294,30.11,0
1095,1095,1.084602,56,19,1.435085,0,0.693147,6.403124,1.386294,30.15,0
1096,1096,1.045531,55,19,1.131402,0,0.693147,5.567764,1.386294,30.16,0
1097,1097,0.74199,55,19,1.131402,0,0.693147,4.795832,1.386294,30.19,0
1098,1098,0.438449,55,19,1.131402,0,0.693147,4.472136,1.386294,30.22,21
1099,1099,0.134907,55,19,1.131402,0,0.693147,5.291503,2.079442,30.27,12728
1100,1100,0.168634,55,19,1.131402,0,0.693147,5.91608,1.386294,30.21,23077
1101,1101,0.472175,55,19,1.131402,0,0.693147,6.63325,1.386294,30.19,3049
1102,1102,0.775717,55,19,1.131402,0,0.693147,6.708204,1.386294,30.2,0
1103,1103,1.079258,55,19,1.131402,0,0.693147,6.403124,1.386294,30.24,0
1104,1104,1.043771,52,19,1.131402,0,0.693147,5.385165,1.386294,30.24,0
1105,1105,0.740741,52,19,1.131402,1,0.693147,4.123106,1.386294,30.23,0
1106,1106,0.43771,52,19,1.131402,0,0.693147,3.316625,1.386294,30.23,189
1107,1107,0.13468,52,19,1.131402,0,1.791759,4.472136,1.386294,30.25,12474
1108,1108,0.16835,52,19,1.131402,0,1.791759,4.472136,2.197225,30.18,22482
1109,1109,0.47138,52,19,1.131402,1,1.791759,5.567764,1.386294,30.15,8277
1110,1110,0.774411,52,19,1.131402,0,1.386294,6.164414,1.386294,30.15,0
1111,1111,1.077441,52,19,1.131402,0,1.386294,4.795832,1.386294,30.19,0
1112,1112,1.042017,55,19,1.252763,0,1.386294,2.645751,1.94591,30.21,0
1113,1113,0.739496,55,19,1.252763,0,1.386294,3.316625,1.386294,30.23,0
1114,1114,0.436975,55,19,1.252763,0,1.386294,2.645751,1.791759,30.25,52
1115,1115,0.134454,55,19,1.252763,0,2.079442,5.291503,2.197225,30.29,12545
1116,1116,0.168067,55,19,1.252763,0,1.94591,6.78233,1.386294,30.26,23065
1117,1117,0.470588,55,19,1.252763,0,1.791759,7.615773,1.386294,30.25,8581
1118,1118,0.773109,55,19,1.252763,0,0.693147,6.480741,1.386294,30.25,0
1119,1119,1.07563,55,19,1.252763,0,0.693147,5.830952,1.386294,30.26,0
1120,1120,1.040201,55,19,1.131402,0,0.693147,4.472136,1.386294,30.25,0
1121,1121,0.738693,55,19,1.131402,0,0.693147,4.795832,1.386294,30.24,0
1122,1122,0.437186,55,19,1.131402,0,0.693147,4.795832,1.386294,30.24,23
1123,1123,0.135678,55,19,1.131402,0,0.693147,7.211103,1.94591,30.26,13489
1124,1124,0.165829,55,19,1.131402,0,0.693147,7.416198,1.791759,30.19,23615
1125,1125,0.467337,55,19,1.131402,0,0.693147,8.306624,1.386294,30.15,9129
1126,1126,0.768844,55,19,1.131402,0,0.693147,7.211103,1.386294,30.15,0
1127,1127,1.070352,55,19,1.131402,0,0.693147,5.744563,1.386294,30.16,0
1128,1128,1.038462,55,19,1.131402,0,0.693147,5.09902,1.386294,30.15,0
1129,1129,0.737458,55,19,1.131402,0,0.693147,4.795832,1.386294,30.15,0
1130,1130,0.436455,55,19,1.131402,1,0.693147,3.741657,1.386294,30.15,207
1131,1131,0.135452,55,19,1.131402,1,0.693147,6.708204,1.386294,30.17,13558
1132,1132,0.165552,55,19,1.131402,1,0.693147,7.937254,1.386294,30.09,23223
1133,1133,0.466555,55,19,1.131402,2,0.693147,6.928203,1.791759,30.04,8478
1134,1134,0.767559,55,19,1.131402,1,0.693147,7.071068,1.386294,30.04,0
1135,1135,1.068562,55,19,1.131402,2,0.693147,6.708204,1.386294,30.05,0
1136,1136,1.033278,55,19,1.223775,2,0.693147,4.123106,1.386294,30.04,0
1137,1137,0.733777,55,19,1.223775,3,0.693147,5.09902,1.791759,30.01,0
1138,1138,0.434276,55,19,1.223775,3,0.693147,4.795832,1.386294,29.99,0
1139,1139,0.134775,55,19,1.223775,4,0.693147,5,1.386294,30.02,1488
1140,1140,0.164725,55,19,1.223775,4,0.693147,5.744563,1.386294,29.98,2059
1141,1141,0.464226,55,19,1.223775,4,0.693147,5.291503,1.386294,29.98,1216
1142,1142,0.763727,55,19,1.223775,4,0.693147,4.795832,1.386294,29.98,0
1143,1143,1.063228,55,19,1.223775,4,0.693147,4.123106,2.079442,30,0
1144,1144,1.031561,53,19,1.280934,4,1.386294,4.123106,1.791759,29.98,0
1145,1145,0.732558,53,19,1.280934,4,2.079442,2.645751,1.386294,29.98,0
1146,1146,0.433555,53,19,1.280934,4,2.251292,2.645751,2.302585,29.98,0
1147,1147,0.134551,53,19,1.280934,4,2.079442,2,1.386294,30.02,120
1148,1148,0.164452,53,19,1.280934,4,2.079442,2.645751,2.079442,30,4956
1149,1149,0.463455,53,19,1.280934,4,1.386294,2.645751,1.386294,30,2298
1150,1150,0.762458,53,19,1.280934,4,1.098612,2.645751,1.386294,30,0
1151,1151,1.061462,53,19,1.280934,4,0.693147,3.741657,1.386294,30.01,0
1152,1152,1.029801,54,32,1.308333,4,1.609438,5,2.079442,30.01,0
1153,1153,0.731788,54,32,1.308333,4,1.94591,2.645751,1.386294,30.02,0
1154,1154,0.433775,54,32,1.308333,4,2.079442,2,1.386294,30.02,0
1155,1155,0.135762,54,32,1.308333,4,1.791759,2,1.386294,30.05,2240
1156,1156,0.162252,54,32,1.308333,4,2.351375,2,1.386294,30.03,4097
1157,1157,0.460265,54,32,1.308333,4,2.197225,2,1.386294,30.02,1871
1158,1158,0.758278,54,32,1.308333,4,2.079442,2,1.386294,30.04,0
1159,1159,1.056291,54,32,1.308333,4,1.386294,2,2.079442,30.07,0
1160,1160,1.026403,52,27,2.397895,4,1.94591,2,2.197225,30.09,0
1161,1161,0.729373,52,27,2.397895,4,1.098612,2,2.70805,30.12,0
1162,1162,0.432343,52,27,2.397895,4,0.693147,3.162278,2.397895,30.14,0
1163,1163,0.135314,52,27,2.397895,4,1.791759,2.645751,2.397895,30.18,1483
1164,1164,0.161716,52,27,2.397895,4,0.693147,4.472136,2.397895,30.15,2273
1165,1165,0.458746,52,27,2.397895,4,1.098612,4.472136,2.302585,30.15,1717
1166,1166,0.755776,52,27,2.397895,4,0.693147,4.472136,2.302585,30.14,0
1167,1167,1.052805,52,27,2.397895,4,0.693147,5.567764,2.639057,30.17,0
1168,1168,1.024712,50,28,2.980619,4,0.693147,5.385165,2.833213,30.15,0
1169,1169,0.728171,50,28,2.980619,3,0.693147,5.567764,3.091042,30.11,0
1170,1170,0.431631,50,28,2.980619,2,0.693147,5.09902,2.944439,30.09,17
1171,1171,0.135091,50,28,2.980619,2,0.693147,5.567764,2.944439,30.11,13734
1172,1172,0.16145,50,28,2.980619,3,0.693147,5.291503,3.091042,30.05,19435
1173,1173,0.45799,50,28,2.980619,3,0.693147,5.291503,3.091042,29.99,4842
1174,1174,0.75453,50,28,2.980619,2,0.693147,4.795832,3.091042,29.98,0
1175,1175,1.051071,50,28,2.980619,2,0.693147,4.472136,2.484907,30,0
1176,1176,1.021346,47,32,2.028148,1,0.693147,4.795832,2.079442,30.01,0
1177,1177,0.72578,47,32,2.028148,1,0.693147,4.582576,1.791759,30.03,0
1178,1178,0.430213,47,32,2.028148,1,0.693147,4.582576,1.386294,30.07,0
1179,1179,0.134647,47,32,2.028148,1,0.693147,5.385165,1.386294,30.12,15341
1180,1180,0.16092,47,32,2.028148,1,0.693147,5.830952,1.791759,30.1,25763
1181,1181,0.456486,47,32,2.028148,1,0.693147,7,1.94591,30.12,10514
1182,1182,0.752053,47,32,2.028148,0,0.693147,5.385165,2.197225,30.2,0
1183,1183,1.047619,47,32,2.028148,0,0.693147,6.78233,2.079442,30.26,0
1184,1184,1.01964,47,34,1.94591,0,0.693147,6.928203,2.772589,30.31,0
1185,1185,0.725041,47,34,1.94591,0,0.693147,7.483315,1.791759,30.39,0
1186,1186,0.430442,47,34,1.94591,1,0.693147,7.615773,1.94591,30.39,0
1187,1187,0.135843,47,34,1.94591,1,0.693147,8.124038,1.386294,30.39,14987
1188,1188,0.158756,47,34,1.94591,1,0.693147,8.062258,1.791759,30.39,25220
1189,1189,0.453355,47,34,1.94591,1,0.693147,6.855655,1.791759,30.39,10118
1190,1190,0.747954,47,34,1.94591,0,0.693147,5.656854,2.302585,30.39,0
1191,1191,1.042553,47,34,1.94591,0,0.693147,5.830952,1.791759,30.39,0
1192,1192,1.017974,49,27,1.740466,0,0.693147,4.898979,1.386294,30.39,0
1193,1193,0.723856,49,27,1.740466,0,0.693147,4.582576,1.386294,30.39,0
1194,1194,0.429739,49,27,1.740466,0,0.693147,3.741657,1.386294,30.39,0
1195,1195,0.135621,49,27,1.740466,0,0.693147,6.244998,1.386294,30.39,15070
1196,1196,0.158497,49,27,1.740466,0,0.693147,7.745967,1.386294,30.39,25314
1197,1197,0.452614,49,27,1.740466,1,0.693147,5.744563,2.833213,30.32,10416
1198,1198,0.746732,49,27,1.740466,1,0.693147,3.162278,2.639057,30.3,0
1199,1199,1.04085,49,27,1.740466,0,0.693147,3.316625,1.386294,30.31,0
1200,1200,1.014658,54,19,1.757858,0,0.693147,3.741657,1.386294,30.29,0
1201,1201,0.721498,54,19,1.757858,0,0.693147,3.741657,1.94591,30.3,0
1202,1202,0.428339,54,19,1.757858,1,0.693147,6.855655,2.70805,30.33,0
1203,1203,0.135179,54,19,1.757858,0,0.693147,7.141428,2.302585,30.37,0
1204,1204,0.15798,54,19,1.757858,0,0.693147,7.348469,1.94591,30.31,0
1205,1205,0.45114,54,19,1.757858,0,0.693147,8.124038,1.791759,30.29,0
1206,1206,0.7443,54,19,1.757858,0,0.693147,5,1.386294,30.3,0
1207,1207,1.037459,54,19,1.757858,0,0.693147,6,1.386294,30.31,0
1208,1208,1.009724,52,29,1.757858,0,0.693147,4.472136,1.791759,30.31,0
1209,1209,0.71799,52,29,1.757858,0,0.693147,4.123106,1.94591,30.3,0
1210,1210,0.426256,52,29,1.757858,1,0.693147,3.316625,1.386294,30.31,0
1211,1211,0.134522,52,29,1.757858,0,1.386294,4.795832,1.386294,30.32,0
1212,1212,0.157212,52,29,1.757858,0,1.386294,5,1.386294,30.25,21150
1213,1213,0.448947,52,29,1.757858,0,1.098612,6.63325,1.386294,30.21,10418
1214,1214,0.740681,52,29,1.757858,0,0.693147,4.795832,2.302585,30.2,0
1215,1215,1.032415,52,29,1.757858,1,1.386294,2.645751,2.484907,30.21,0
1216,1216,1.006462,51,28,1.791759,1,0.693147,2.645751,2.639057,30.18,0
1217,1217,0.71567,51,28,1.791759,1,0.693147,3.316625,1.386294,30.17,0
1218,1218,0.424879,51,28,1.791759,0,0.693147,3.316625,1.386294,30.16,292
1219,1219,0.134087,51,28,1.791759,0,1.94591,4.123106,1.386294,30.19,15312
1220,1220,0.156704,51,28,1.791759,0,1.609438,4.472136,1.791759,30.14,24563
1221,1221,0.447496,51,28,1.791759,0,0.693147,5.744563,2.397895,30.09,10570
1222,1222,0.738288,51,28,1.791759,0,0.693147,4.123106,2.079442,30.09,1
1223,1223,1.029079,51,28,1.791759,1,0.693147,3.316625,1.791759,30.12,0
