#,,distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
1453,1453,0.407028,59,19,2.388763,4,1.098612,3.162278,3.178054,29.87,608
1454,1454,0.670571,59,19,2.388763,4,0.693147,3.162278,1.386294,29.92,0
1455,1455,0.934114,59,19,2.388763,4,0.693147,4.690416,3.258097,29.93,0
1456,1456,0.906706,57,19,3.08191,3,0.693147,3.605551,3.044522,29.94,0
1457,1457,0.644315,57,19,3.08191,3,0.693147,3.605551,2.890372,29.91,0
1458,1458,0.381924,57,19,3.08191,4,2.197225,2.645751,2.890372,29.91,21
1459,1459,0.119534,57,19,3.08191,4,1.386294,3.162278,2.484907,29.91,532
1460,1460,0.142857,57,19,3.08191,4,2.351375,3.741657,3.135494,29.9,3748
1461,1461,0.405248,57,19,3.08191,2,0.693147,5.744563,3.526361,29.89,10489
1462,1462,0.667638,57,19,3.08191,4,0.693147,5,3.295837,29.89,0
1463,1463,0.930029,57,19,3.08191,3,0.693147,5.744563,3.135494,29.94,0
1464,1464,0.90407,54,20,2.906901,3,0.693147,5,3.044522,29.94,0
1465,1465,0.642442,54,20,2.906901,3,0.693147,5,2.944439,29.91,0
1466,1466,0.380814,54,20,2.906901,3,0.693147,5,3.218876,29.9,0
1467,1467,0.119186,54,20,2.906901,3,1.386294,3.162278,2.484907,29.95,2933
1468,1468,0.142442,54,20,2.906901,3,1.098612,4.123106,2.890372,29.91,15361
1469,1469,0.40407,54,20,2.906901,3,0.693147,6.708204,3.218876,29.86,4139
1470,1470,0.665698,54,20,2.906901,3,0.693147,6,3.044522,29.85,0
1471,1471,0.927326,54,20,2.906901,3,1.098612,3.316625,2.302585,29.88,0
1472,1472,0.9,50,19,2.186051,3,0.693147,5.09902,2.197225,29.89,0
1473,1473,0.63913,50,19,2.186051,2,0.693147,4.123106,1.791759,29.91,0
1474,1474,0.378261,50,19,2.186051,3,0.693147,4.472136,1.94591,29.96,1291
1475,1475,0.117391,50,19,2.186051,3,0.693147,4.795832,1.791759,30.03,16983
1476,1476,0.143478,50,19,2.186051,3,0.693147,6.557439,2.639057,30.03,25415
1477,1477,0.404348,50,19,2.186051,3,0.693147,6.708204,2.484907,30.03,12898
1478,1478,0.665217,50,19,2.186051,3,0.693147,5.385165,2.302585,30.05,134
1479,1479,0.926087,50,19,2.186051,2,0.693147,5.385165,2.397895,30.07,0
1480,1480,0.896104,52,27,2.116256,4,0.693147,4.123106,1.791759,30.1,0
1481,1481,0.636364,52,27,2.116256,4,1.098612,2,2.397895,30.11,0
1482,1482,0.376623,52,27,2.116256,3,0.693147,4.795832,1.94591,30.14,1190
1483,1483,0.116883,52,27,2.116256,3,0.693147,4.472136,1.386294,30.18,16816
1484,1484,0.142857,52,27,2.116256,3,0.693147,5.567764,1.791759,30.16,27173
1485,1485,0.402597,52,27,2.116256,3,0.693147,6.164414,2.397895,30.13,15652
1486,1486,0.662338,52,27,2.116256,3,0.693147,5.291503,2.397895,30.13,86
1487,1487,0.922078,52,27,2.116256,2,0.693147,4.795832,2.079442,30.14,0
1488,1488,0.893525,52,28,2.61007,3,0.693147,4.795832,2.70805,30.14,0
1489,1489,0.634532,52,28,2.61007,2,0.693147,5.385165,2.302585,30.14,0
1490,1490,0.37554,52,28,2.61007,4,0.693147,4.472136,1.386294,30.14,467
1491,1491,0.116547,52,28,2.61007,3,0.693147,5.744563,2.70805,30.15,21939
1492,1492,0.142446,52,28,2.61007,3,0.693147,6,2.890372,30.13,16806
1493,1493,0.401439,52,28,2.61007,3,0.693147,6,2.944439,30.1,14635
1494,1494,0.660432,52,28,2.61007,2,0.693147,4.795832,2.772589,30.11,335
1495,1495,0.919424,52,28,2.61007,1,0.693147,4.472136,2.484907,30.11,0
1496,1496,0.889685,52,28,1.987874,1,0.693147,3.741657,1.94591,30.1,0
1497,1497,0.631805,52,28,1.987874,1,0.693147,2.645751,1.386294,30.08,0
1498,1498,0.373926,52,28,1.987874,1,0.693147,2.645751,1.386294,30.11,1364
1499,1499,0.116046,52,28,1.987874,1,0.693147,4.472136,1.94591,30.15,19736
1500,1500,0.141834,52,28,1.987874,1,0.693147,5,1.386294,30.12,30769
1501,1501,0.399713,52,28,1.987874,2,0.693147,5.744563,2.70805,30.07,15836
1502,1502,0.657593,52,28,1.987874,1,0.693147,4.795832,2.639057,30.07,228
1503,1503,0.915473,52,28,1.987874,0,0.693147,4.472136,2.197225,30.07,0
1504,1504,0.971429,52,26,2.667228,3,0.693147,4.123106,1.94591,30.07,0
1505,1505,0.714286,52,26,2.667228,4,0.693147,4.123106,1.386294,30.03,0
1506,1506,0.457143,52,26,2.667228,4,0.693147,4.795832,2.302585,30.03,331
1507,1507,0.2,52,26,2.667228,2,0.693147,5.291503,1.791759,30.03,14201
1508,1508,0.057143,52,26,2.667228,1,0.693147,6.403124,2.890372,30.01,31911
1509,1509,0.314286,52,26,2.667228,1,0.693147,6,3.135494,29.97,16173
1510,1510,0.571429,52,26,2.667228,1,0.693147,5.385165,2.397895,29.96,230
1511,1511,0.828571,52,26,2.667228,1,0.693147,6.244998,3.218876,29.98,0
1512,1512,0.967283,49,29,2.653242,1,0.693147,6.480741,2.944439,30.01,0
1513,1513,0.711238,49,29,2.653242,0,0.693147,5.91608,2.397895,30.04,0
1514,1514,0.455192,49,29,2.653242,1,0.693147,6.855655,2.70805,30.07,2292
1515,1515,0.199147,49,29,2.653242,1,0.693147,7.211103,2.484907,30.12,25550
1516,1516,0.056899,49,29,2.653242,1,0.693147,7.416198,2.772589,30.12,32890
1517,1517,0.312945,49,29,2.653242,1,0.693147,7.071068,2.944439,30.11,17309
1518,1518,0.56899,49,29,2.653242,0,0.693147,6.082763,2.833213,30.13,244
1519,1519,0.825036,49,29,2.653242,0,0.693147,5.656854,2.197225,30.16,0
1520,1520,0.964539,48,27,1.987874,0,0.693147,5.91608,1.791759,30.17,0
1521,1521,0.70922,48,27,1.987874,0,0.693147,4.582576,1.386294,30.16,0
1522,1522,0.453901,48,27,1.987874,0,0.693147,4.795832,1.94591,30.18,2552
1523,1523,0.198582,48,27,1.987874,1,0.693147,5.385165,1.386294,30.2,24464
1524,1524,0.056738,48,27,1.987874,1,0.693147,7.416198,1.386294,30.14,32187
1525,1525,0.312057,48,27,1.987874,1,0.693147,6.855655,2.890372,30.08,16680
1526,1526,0.567376,48,27,1.987874,1,0.693147,6.244998,2.890372,30.07,160
1527,1527,0.822695,48,27,1.987874,3,0.693147,5.385165,1.94591,30.09,0
1528,1528,0.96181,50,28,1.931521,3,0.693147,5.196152,1.386294,30.07,0
1529,1529,0.707214,50,28,1.931521,1,0.693147,5.196152,1.386294,30.04,0
1530,1530,0.452617,50,28,1.931521,1,0.693147,4.582576,1.386294,30.05,2089
1531,1531,0.19802,50,28,1.931521,1,0.693147,5.09902,1.791759,30.07,24003
1532,1532,0.056577,50,28,1.931521,1,0.693147,7.681146,1.386294,30.03,31376
1533,1533,0.311174,50,28,1.931521,2,0.693147,6.557439,2.70805,30,16173
1534,1534,0.565771,50,28,1.931521,0,0.693147,5.567764,2.833213,30.02,247
1535,1535,0.820368,50,28,1.931521,0,0.693147,4.795832,2.079442,30.06,0
1536,1536,0.957687,51,28,2.351375,1,0.693147,3.741657,1.94591,30.07,0
1537,1537,0.703808,51,28,2.351375,1,0.693147,3.741657,1.386294,30.07,0
1538,1538,0.449929,51,28,2.351375,1,0.693147,3.316625,1.791759,30.1,1452
1539,1539,0.196051,51,28,2.351375,1,0.693147,4.795832,1.791759,30.13,22968
1540,1540,0.057828,51,28,2.351375,1,0.693147,6.164414,2.70805,30.1,31733
1541,1541,0.311707,51,28,2.351375,1,0.693147,5.291503,3.044522,30.1,16613
1542,1542,0.565585,51,28,2.351375,1,0.693147,4.123106,2.890372,30.1,264
1543,1543,0.819464,51,28,2.351375,1,0.693147,3.741657,2.639057,30.15,0
1544,1544,0.953652,52,27,2.525729,1,0.693147,3.316625,2.397895,30.15,0
1545,1545,0.700843,52,27,2.525729,4,0.693147,3.316625,2.079442,30.15,0
1546,1546,0.448034,52,27,2.525729,4,0.693147,4.123106,1.386294,30.16,738
1547,1547,0.195225,52,27,2.525729,2,0.693147,4.795832,1.791759,30.18,22241
1548,1548,0.057584,52,27,2.525729,1,0.693147,5.291503,2.70805,30.12,31880
1549,1549,0.310393,52,27,2.525729,1,0.693147,5.291503,3.218876,30.09,16760
1550,1550,0.563202,52,27,2.525729,2,0.693147,4.123106,2.70805,30.07,277
1551,1551,0.816011,52,27,2.525729,4,0.693147,4.795832,2.639057,30.1,0
1552,1552,0.95098,51,27,2.631889,4,0.693147,4.795832,2.772589,30.08,0
1553,1553,0.69888,51,27,2.631889,4,0.693147,5.385165,2.484907,30.06,0
1554,1554,0.446779,51,27,2.631889,4,0.693147,5.830952,2.302585,30.05,1260
1555,1555,0.194678,51,27,2.631889,4,0.693147,5.830952,2.890372,30.08,13083
1556,1556,0.057423,51,27,2.631889,4,0.693147,6,2.890372,30.05,16045
1557,1557,0.309524,51,27,2.631889,4,0.693147,6,2.833213,30.03,10900
1558,1558,0.561625,51,27,2.631889,4,0.693147,5.09902,2.639057,30.04,229
1559,1559,0.813725,51,27,2.631889,3,0.693147,4.795832,2.397895,30.05,0
1560,1560,0.947001,55,19,2.219203,4,0.693147,4.795832,2.197225,30.05,0
1561,1561,0.695955,55,19,2.219203,4,1.791759,2.645751,1.791759,30.04,0
1562,1562,0.444909,55,19,2.219203,4,2.079442,2,2.079442,30.08,234
1563,1563,0.193863,55,19,2.219203,4,0.693147,3.162278,1.94591,30.12,4700
1564,1564,0.057183,55,19,2.219203,4,0.693147,4.690416,2.397895,30.12,8957
1565,1565,0.308229,55,19,2.219203,4,0.693147,5,2.639057,30.11,4361
1566,1566,0.559275,55,19,2.219203,3,0.693147,4.472136,2.197225,30.13,12
1567,1567,0.810321,55,19,2.219203,3,0.693147,4.123106,2.079442,30.17,0
1568,1568,0.942976,59,20,2.261763,4,0.693147,3.162278,2.639057,30.17,0
1569,1569,0.692629,59,20,2.261763,4,1.791759,2,2.302585,30.18,0
1570,1570,0.442281,59,20,2.261763,4,0.693147,2,2.079442,30.22,324
1571,1571,0.191933,59,20,2.261763,4,1.098612,3.605551,2.484907,30.26,6543
1572,1572,0.058414,59,20,2.261763,3,0.693147,5.291503,2.397895,30.26,15051
1573,1573,0.308762,59,20,2.261763,3,0.693147,5.477226,2.833213,30.25,12293
1574,1574,0.55911,59,20,2.261763,3,0.693147,3.605551,2.197225,30.26,30
1575,1575,0.809458,59,20,2.261763,4,1.94591,2.645751,1.94591,30.29,0
1576,1576,0.939058,58,28,2.302585,2,0.693147,2.645751,1.94591,30.28,0
1577,1577,0.689751,58,28,2.302585,4,0.693147,2,1.791759,30.28,0
1578,1578,0.440443,58,28,2.302585,4,0.693147,3.162278,1.386294,30.3,388
1579,1579,0.191136,58,28,2.302585,3,0.693147,5,1.94591,30.31,15785
1580,1580,0.058172,58,28,2.302585,3,0.693147,5.291503,1.791759,30.28,27142
1581,1581,0.307479,58,28,2.302585,2,0.693147,4.690416,2.772589,30.24,15649
1582,1582,0.556787,58,28,2.302585,3,0.693147,3.741657,3.135494,30.24,290
1583,1583,0.806094,58,28,2.302585,2,0.693147,3.162278,2.70805,30.24,0
1584,1584,0.936464,58,29,2.197225,2,0.693147,2.645751,2.397895,30.23,0
1585,1585,0.687845,58,29,2.197225,2,0.693147,2.645751,1.94591,30.22,0
1586,1586,0.439227,58,29,2.197225,4,1.386294,3.162278,1.386294,30.22,3180
1587,1587,0.190608,58,29,2.197225,3,1.609438,4.123106,1.386294,30.22,23463
1588,1588,0.058011,58,29,2.197225,3,1.386294,5,1.791759,30.16,27536
1589,1589,0.30663,58,29,2.197225,3,0.693147,6.244998,2.890372,30.1,13687
1590,1590,0.555249,58,29,2.197225,3,0.693147,5.291503,2.890372,30.07,384
1591,1591,0.803867,58,29,2.197225,2,0.693147,4.795832,2.197225,30.05,0
1592,1592,0.931224,59,28,2.595255,3,0.693147,4.472136,1.386294,30.04,0
1593,1593,0.683631,59,28,2.595255,3,0.693147,3.741657,2.197225,30.02,0
1594,1594,0.436039,59,28,2.595255,1,1.098612,3.741657,2.639057,30.03,3324
1595,1595,0.188446,59,28,2.595255,2,0.693147,4.690416,1.386294,30.03,24644
1596,1596,0.059147,59,28,2.595255,2,0.693147,5.744563,3.044522,29.99,31762
1597,1597,0.30674,59,28,2.595255,2,0.693147,5.477226,3.218876,29.97,16724
1598,1598,0.554333,59,28,2.595255,1,0.693147,4.795832,2.890372,29.95,330
1599,1599,0.801926,59,28,2.595255,2,0.693147,3.741657,2.833213,29.96,0
1600,1600,0.928669,54,27,2.809403,1,0.693147,3.162278,2.70805,29.95,0
1601,1601,0.681756,54,27,2.809403,4,0.693147,2.645751,2.944439,29.95,0
1602,1602,0.434842,54,27,2.809403,4,1.386294,2,2.70805,29.96,549
1603,1603,0.187929,54,27,2.809403,3,1.098612,4.123106,2.397895,29.97,21293
1604,1604,0.058985,54,27,2.809403,1,0.693147,5,3.044522,29.94,32324
1605,1605,0.305898,54,27,2.809403,3,1.098612,4.123106,3.218876,29.91,16800
1606,1606,0.552812,54,27,2.809403,2,0.693147,4.123106,2.70805,29.9,423
1607,1607,0.799726,54,27,2.809403,2,0.693147,3.741657,2.484907,29.91,0
1608,1608,0.924863,52,22,2.476538,4,0.693147,4.123106,2.70805,29.93,0
1609,1609,0.678962,52,22,2.476538,4,0.693147,3.741657,2.833213,29.92,0
1610,1610,0.43306,52,22,2.476538,3,0.693147,4.795832,2.079442,29.95,892
1611,1611,0.187158,52,22,2.476538,3,0.693147,5.567764,2.397895,29.97,5981
1612,1612,0.058743,52,22,2.476538,4,0.693147,4.795832,2.639057,29.97,8283
1613,1613,0.304645,52,22,2.476538,4,0.693147,4.690416,2.890372,29.95,6459
1614,1614,0.550546,52,22,2.476538,4,0.693147,4.472136,2.397895,29.93,189
1615,1615,0.796448,52,22,2.476538,3,0.693147,5.09902,1.386294,29.94,0
1616,1616,0.920981,49,29,3.139833,4,0.693147,3.741657,2.397895,29.95,0
1617,1617,0.675749,49,29,3.139833,4,0.693147,4.795832,3.044522,30,0
1618,1618,0.430518,49,29,3.139833,3,0.693147,5.830952,3.295837,30.08,1569
1619,1619,0.185286,49,29,3.139833,2,0.693147,6.403124,3.401197,30.18,20733
1620,1620,0.059946,49,29,3.139833,2,0.693147,6.78233,3.295837,30.21,20678
1621,1621,0.305177,49,29,3.139833,1,0.693147,6.708204,3.295837,30.22,16864
1622,1622,0.550409,49,29,3.139833,1,0.693147,6.244998,3.295837,30.26,390
1623,1623,0.79564,49,29,3.139833,1,0.693147,6.082763,2.833213,30.31,0
1624,1624,0.917232,49,29,2.674149,0,0.693147,5.91608,1.791759,30.34,0
1625,1625,0.672999,49,29,2.674149,0,0.693147,5.477226,1.791759,30.33,0
1626,1626,0.428765,49,29,2.674149,1,0.693147,6.082763,2.079442,30.36,3732
1627,1627,0.184532,49,29,2.674149,0,0.693147,7.549834,2.944439,30.38,27378
1628,1628,0.059701,49,29,2.674149,0,0.693147,7.549834,2.833213,30.35,33387
1629,1629,0.303935,49,29,2.674149,1,0.693147,6.557439,3.367296,30.3,17470
1630,1630,0.548168,49,29,2.674149,1,0.693147,6,2.833213,30.26,426
1631,1631,0.792402,49,29,2.674149,0,0.693147,5.09902,2.70805,30.28,0
1632,1632,0.91475,52,27,2.459589,1,0.693147,4.795832,2.197225,30.27,0
1633,1633,0.671177,52,27,2.459589,0,0.693147,4.123106,1.386294,30.25,0
1634,1634,0.427605,52,27,2.459589,1,0.693147,4.472136,1.386294,30.27,3507
1635,1635,0.184032,52,27,2.459589,0,0.693147,5.744563,1.94591,30.29,25440
1636,1636,0.05954,52,27,2.459589,1,0.693147,6.324555,2.890372,30.23,32254
1637,1637,0.303112,52,27,2.459589,1,0.693147,5.744563,3.091042,30.19,17103
1638,1638,0.546685,52,27,2.459589,2,0.693147,4.472136,3.135494,30.17,445
1639,1639,0.790257,52,27,2.459589,2,0.693147,3.741657,2.484907,30.18,0
1640,1640,0.911051,55,27,2.839078,2,0.693147,3.162278,2.079442,30.17,0
1641,1641,0.668464,55,27,2.839078,1,0.693147,3.316625,1.386294,30.15,0
1642,1642,0.425876,55,27,2.839078,1,0.693147,3.741657,1.791759,30.16,3621
1643,1643,0.183288,55,27,2.839078,2,0.693147,5.744563,2.484907,30.17,24151
1644,1644,0.059299,55,27,2.839078,2,0.693147,6.324555,3.044522,30.13,27094
1645,1645,0.301887,55,27,2.839078,3,0.693147,6.164414,3.218876,30.1,14349
1646,1646,0.544474,55,27,2.839078,2,0.693147,4.123106,3.465736,30.07,350
1647,1647,0.787062,55,27,2.839078,2,0.693147,3.741657,3.258097,30.1,0
1648,1648,0.908479,57,27,2.815409,3,0.693147,3.162278,2.890372,30.08,0
1649,1649,0.666218,57,27,2.815409,2,0.693147,3.162278,2.397895,30.05,0
1650,1650,0.423957,57,27,2.815409,1,0.693147,3.741657,2.484907,30.05,4074
1651,1651,0.181696,57,27,2.815409,1,0.693147,5.291503,2.079442,30.05,26663
1652,1652,0.060565,57,27,2.815409,1,0.693147,6.324555,2.890372,30.02,31714
1653,1653,0.302826,57,27,2.815409,2,0.693147,5.477226,3.218876,29.98,16656
1654,1654,0.545087,57,27,2.815409,2,0.693147,4.795832,3.135494,29.97,573
1655,1655,0.787349,57,27,2.815409,0,1.098612,4.123106,3.044522,29.99,0
1656,1656,0.904826,62,28,2.388763,0,1.098612,3.741657,2.484907,29.98,0
1657,1657,0.663539,62,28,2.388763,0,0.693147,4.123106,2.639057,29.98,0
1658,1658,0.422252,62,28,2.388763,1,0.693147,4.123106,1.94591,30.01,4440
1659,1659,0.180965,62,28,2.388763,1,0.693147,5.91608,1.386294,30.03,25704
1660,1660,0.060322,62,28,2.388763,1,0.693147,7.681146,2.70805,30.01,31885
1661,1661,0.301609,62,28,2.388763,1,0.693147,6.928203,2.944439,29.98,17252
1662,1662,0.542895,62,28,2.388763,1,0.693147,5.291503,2.639057,29.99,404
1663,1663,0.784182,62,28,2.388763,0,0.693147,4.472136,2.302585,30,0
1664,1664,0.902406,59,28,2.572612,0,0.693147,4.472136,1.386294,29.99,0
1665,1665,0.661765,59,28,2.572612,0,0.693147,4.123106,1.386294,29.97,0
1666,1666,0.421123,59,28,2.572612,0,1.098612,4.123106,1.791759,30,4023
1667,1667,0.180481,59,28,2.572612,0,1.098612,4.690416,1.94591,30,25824
1668,1668,0.06016,59,28,2.572612,1,0.693147,6.708204,2.484907,29.94,32377
1669,1669,0.300802,59,28,2.572612,3,0.693147,5.744563,3.044522,29.91,17421
1670,1670,0.541444,59,28,2.572612,2,0.693147,5.291503,3.091042,29.89,514
1671,1671,0.782086,59,28,2.572612,2,0.693147,4.123106,3.044522,29.94,0
1672,1672,0.89747,54,28,3.025291,1,0.693147,3.741657,3.091042,29.92,0
1673,1673,0.65779,54,28,3.025291,4,0.693147,2.645751,3.178054,29.9,0
1674,1674,0.418109,54,28,3.025291,1,0.693147,4.795832,2.944439,29.94,4374
1675,1675,0.178429,54,28,3.025291,1,0.693147,6.855655,2.302585,29.97,27279
1676,1676,0.061252,54,28,3.025291,1,0.693147,7.348469,3.135494,29.97,33390
1677,1677,0.300932,54,28,3.025291,0,0.693147,7,3.295837,29.94,18105
1678,1678,0.540613,54,28,3.025291,0,0.693147,5.567764,3.178054,29.95,516
1679,1679,0.780293,54,28,3.025291,0,0.693147,7.615773,2.639057,30.01,0
1680,1680,0.895086,57,32,2.797281,0,0.693147,7.615773,3.367296,30.01,0
1681,1681,0.656042,57,32,2.797281,0,0.693147,7.615773,3.218876,30.03,0
1682,1682,0.416999,57,32,2.797281,1,0.693147,7.745967,2.833213,30.08,4463
1683,1683,0.177955,57,32,2.797281,1,0.693147,8,2.639057,30.11,27647
1684,1684,0.061089,57,32,2.797281,0,0.693147,8.717798,1.386294,30.08,33045
1685,1685,0.300133,57,32,2.797281,1,0.693147,7,3.178054,30.05,17848
1686,1686,0.539177,57,32,2.797281,1,0.693147,6,2.944439,30.06,519
1687,1687,0.77822,57,32,2.797281,0,0.693147,5.385165,2.302585,30.1,0
1688,1688,0.891534,57,27,2.61007,0,0.693147,4.795832,1.94591,30.11,0
1689,1689,0.653439,57,27,2.61007,0,0.693147,5.09902,1.791759,30.09,0
1690,1690,0.415344,57,27,2.61007,1,1.098612,3.741657,1.386294,30.11,4386
1691,1691,0.177249,57,27,2.61007,1,1.098612,5.291503,1.386294,30.12,25419
1692,1692,0.060847,57,27,2.61007,3,0.693147,7.416198,2.833213,30.07,31423
1693,1693,0.298942,57,27,2.61007,2,0.693147,6.928203,3.258097,30.02,17640
1694,1694,0.537037,57,27,2.61007,2,0.693147,6.164414,3.465736,29.97,716
1695,1695,0.775132,57,27,2.61007,2,0.693147,4.123106,3.295837,30,0
1696,1696,0.887863,56,27,3.010621,2,0.693147,4.795832,3.295837,29.98,0
1697,1697,0.650396,56,27,3.010621,0,0.693147,4.795832,2.833213,29.99,0
1698,1698,0.412929,56,27,3.010621,2,0.693147,4.795832,2.70805,30.01,4488
1699,1699,0.175462,56,27,3.010621,1,0.693147,6.78233,2.397895,30.02,26755
1700,1700,0.062005,56,27,3.010621,0,0.693147,6.928203,3.258097,30,32471
1701,1701,0.299472,56,27,3.010621,0,0.693147,6.324555,3.295837,29.95,17465
1702,1702,0.536939,56,27,3.010621,2,0.693147,4.472136,3.258097,29.93,523
1703,1703,0.774406,56,27,3.010621,2,0.693147,3.741657,3.044522,29.97,0
1704,1704,0.884363,54,27,3.261935,4,0.693147,2.645751,3.367296,29.97,0
1705,1705,0.647832,54,27,3.261935,3,0.693147,3.741657,2.197225,29.94,0
1706,1706,0.411301,54,27,3.261935,2,0.693147,3.316625,2.890372,29.96,4764
1707,1707,0.17477,54,27,3.261935,1,0.693147,5,3.218876,29.98,27354
1708,1708,0.061761,54,27,3.261935,3,0.693147,5,3.496508,29.96,33463
1709,1709,0.298292,54,27,3.261935,2,0.693147,6,3.663562,29.89,18575
1710,1710,0.534823,54,27,3.261935,2,0.693147,5.09902,3.258097,29.91,568
1711,1711,0.771353,54,27,3.261935,2,0.693147,4.472136,3.367296,29.94,0
1712,1712,0.882045,51,28,2.944439,1,0.693147,4.123106,3.135494,29.94,0
1713,1713,0.646134,51,28,2.944439,2,0.693147,4.795832,2.890372,29.94,0
1714,1714,0.410223,51,28,2.944439,1,0.693147,5.385165,2.639057,30,4944
1715,1715,0.174312,51,28,2.944439,0,0.693147,6.708204,3.044522,30,28147
1716,1716,0.061599,51,28,2.944439,0,0.693147,7,3.295837,29.98,34212
1717,1717,0.29751,51,28,2.944439,1,0.693147,7,3.367296,29.94,18643
1718,1718,0.533421,51,28,2.944439,0,0.693147,5.567764,2.944439,29.95,561
1719,1719,0.769332,51,28,2.944439,0,0.693147,5.385165,2.70805,30,0
1720,1720,0.87859,53,28,1.94591,0,0.693147,4.472136,1.94591,30,0
1721,1721,0.643603,53,28,1.94591,0,0.693147,4.123106,1.94591,30.02,0
1722,1722,0.408616,53,28,1.94591,0,0.693147,4.795832,1.386294,30.04,5397
1723,1723,0.173629,53,28,1.94591,0,0.693147,7.937254,1.386294,30.07,27967
1724,1724,0.061358,53,28,1.94591,1,0.693147,7.874008,1.386294,30.06,33706
1725,1725,0.296345,53,28,1.94591,2,0.693147,8.246211,2.890372,30.02,18351
1726,1726,0.531332,53,28,1.94591,1,0.693147,7.071068,2.833213,30.02,604
1727,1727,0.766319,53,28,1.94591,0,0.693147,7.071068,1.386294,30.05,0
1728,1728,0.875,59,23,1.504077,0,0.693147,7.348469,1.386294,30.06,0
1729,1729,0.640625,59,23,1.504077,0,0.693147,6.244998,1.386294,30.07,0
1730,1730,0.40625,59,23,1.504077,1,0.693147,5.385165,1.386294,30.09,5001
1731,1731,0.171875,59,23,1.504077,0,0.693147,6.480741,1.791759,30.1,26917
1732,1732,0.0625,59,23,1.504077,0,0.693147,7.937254,1.791759,30.06,32087
1733,1733,0.296875,59,23,1.504077,0,0.693147,8.774964,2.302585,30.02,17213
1734,1734,0.53125,59,23,1.504077,0,0.693147,8.774964,1.94591,30.02,570
1735,1735,0.765625,59,23,1.504077,0,0.693147,7.81025,1.386294,30.04,0
1736,1736,0.871595,62,29,2.00148,0,0.693147,7.141428,1.386294,30.04,0
1737,1737,0.638132,62,29,2.00148,0,0.693147,7.071068,1.94591,30.02,0
1738,1738,0.404669,62,29,2.00148,0,0.693147,6.403124,1.386294,30.03,5180
1739,1739,0.171206,62,29,2.00148,1,0.693147,8.185353,2.079442,30.01,26895
1740,1740,0.062257,62,29,2.00148,3,0.693147,8.306624,1.386294,29.97,29516
1741,1741,0.29572,62,29,2.00148,3,0.693147,8,2.639057,29.94,13463
1742,1742,0.529183,62,29,2.00148,2,0.693147,7.071068,2.302585,29.92,1163
1743,1743,0.762646,62,29,2.00148,1,0.693147,6,2.397895,29.93,0
1744,1744,0.870466,56,19,2.388763,3,0.693147,4.795832,1.386294,29.92,0
1745,1745,0.637306,56,19,2.388763,3,0.693147,6,2.397895,29.88,0
1746,1746,0.404145,56,19,2.388763,3,0.693147,4.795832,1.94591,29.9,680
1747,1747,0.170984,56,19,2.388763,4,1.098612,3.741657,2.397895,29.94,3238
1748,1748,0.062176,56,19,2.388763,4,0.693147,2.645751,1.386294,29.92,11377
1749,1749,0.295337,56,19,2.388763,3,0.693147,6.324555,3.044522,29.92,11529
1750,1750,0.528497,56,19,2.388763,3,0.693147,2.645751,2.639057,29.92,48
1751,1751,0.761658,56,19,2.388763,4,0.693147,4.472136,2.302585,29.95,0
1752,1752,0.865806,56,21,2.360854,4,0.693147,3.741657,2.397895,29.98,0
1753,1753,0.633548,56,21,2.360854,3,0.693147,3.741657,2.397895,29.98,0
1754,1754,0.40129,56,21,2.360854,3,0.693147,4.123106,1.386294,30.02,436
1755,1755,0.169032,56,21,2.360854,3,0.693147,5.291503,2.484907,30.08,8803
1756,1756,0.063226,56,21,2.360854,4,0.693147,5.744563,2.772589,30.09,6347
1757,1757,0.295484,56,21,2.360854,3,0.693147,5.91608,2.833213,30.06,1494
1758,1758,0.527742,56,21,2.360854,2,0.693147,5,2.772589,30.05,644
1759,1759,0.76,56,21,2.360854,2,0.693147,5,2.079442,30.07,0
1760,1760,0.863578,53,20,2.282382,4,0.693147,4.795832,2.197225,30.05,0
1761,1761,0.631918,53,20,2.282382,4,0.693147,4.795832,1.791759,30.03,0
1762,1762,0.400257,53,20,2.282382,4,0.693147,5.09902,2.197225,30.02,30
1763,1763,0.168597,53,20,2.282382,4,0.693147,4.795832,2.079442,30.01,7047
1764,1764,0.063063,53,20,2.282382,4,0.693147,6,2.890372,29.97,7156
1765,1765,0.294723,53,20,2.282382,4,0.693147,4.795832,2.484907,29.92,2704
1766,1766,0.526384,53,20,2.282382,4,0.693147,4.795832,2.302585,29.89,229
1767,1767,0.758044,53,20,2.282382,4,0.693147,4.472136,2.197225,29.88,0
1768,1768,0.860256,54,27,2.821379,4,0.693147,4.123106,1.94591,29.86,0
1769,1769,0.629487,54,27,2.821379,4,0.693147,3.741657,2.197225,29.83,0
1770,1770,0.398718,54,27,2.821379,4,0.693147,4.123106,2.639057,29.85,1920
1771,1771,0.167949,54,27,2.821379,3,0.693147,5.744563,2.397895,29.89,14825
1772,1772,0.062821,54,27,2.821379,1,0.693147,6.480741,2.197225,29.88,27081
1773,1773,0.29359,54,27,2.821379,2,0.693147,6,3.401197,29.88,15012
1774,1774,0.524359,54,27,2.821379,2,0.693147,5.385165,3.258097,29.89,690
1775,1775,0.755128,54,27,2.821379,2,0.693147,4.472136,2.833213,29.93,0
