#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,power_generated_log,wind_direction_rad,wind_direction_sin,wind_direction_cos
2278,2278,0.463277,62,26,2.708050,3,0.693147,5.291503,2.708050,29.92,1888,7.543803,0.453786,0.438371,0.898794
2279,2279,0.666667,62,26,2.708050,4,0.693147,4.690416,2.197225,29.94,0,0.000000,0.453786,0.438371,0.898794
2280,2280,0.756208,64,26,2.406945,4,0.693147,4.690416,2.197225,29.93,0,0.000000,0.453786,0.438371,0.898794
2281,2281,0.553047,64,26,2.406945,3,0.693147,4.000000,1.386294,29.92,0,0.000000,0.453786,0.438371,0.898794
2282,2282,0.349887,64,26,2.406945,4,0.693147,4.358899,2.197225,29.96,3574,8.181720,0.453786,0.438371,0.898794
2283,2283,0.146727,64,26,2.406945,4,0.693147,5.916080,2.197225,29.98,20529,9.929643,0.453786,0.438371,0.898794
2284,2284,0.056433,64,26,2.406945,3,0.693147,6.708204,2.833213,29.98,32263,10.381707,0.453786,0.438371,0.898794
2285,2285,0.259594,64,26,2.406945,2,0.693147,6.557439,2.772589,29.96,21543,9.977853,0.453786,0.438371,0.898794
2286,2286,0.462754,64,26,2.406945,2,0.693147,5.477226,2.639057,29.97,1894,7.546974,0.453786,0.438371,0.898794
2287,2287,0.665914,64,26,2.406945,2,0.693147,4.358899,2.197225,29.99,0,0.000000,0.453786,0.438371,0.898794
2288,2288,0.756208,64,26,2.360854,3,0.693147,4.358899,2.197225,29.97,0,0.000000,0.453786,0.438371,0.898794
2289,2289,0.553047,64,26,2.360854,4,0.693147,5.477226,1.945910,29.96,0,0.000000,0.453786,0.438371,0.898794
2290,2290,0.349887,64,26,2.360854,3,0.693147,5.477226,2.079442,29.97,5766,8.659907,0.453786,0.438371,0.898794
2291,2291,0.146727,64,26,2.360854,3,0.693147,6.633250,2.484907,29.99,27487,10.221505,0.453786,0.438371,0.898794
2292,2292,0.056433,64,26,2.360854,2,0.693147,7.280110,2.708050,29.98,35153,10.467494,0.453786,0.438371,0.898794
2293,2293,0.259594,64,26,2.360854,3,0.693147,6.855655,2.708050,29.95,20955,9.950180,0.453786,0.438371,0.898794
2294,2294,0.462754,64,26,2.360854,2,0.693147,5.916080,2.484907,29.95,2356,7.765145,0.453786,0.438371,0.898794
2295,2295,0.665914,64,26,2.360854,3,0.693147,5.000000,1.945910,29.96,0,0.000000,0.453786,0.438371,0.898794
2296,2296,0.756208,62,27,2.501436,3,0.693147,4.358899,2.079442,29.94,0,0.000000,0.471239,0.453990,0.891007
2297,2297,0.553047,62,27,2.501436,4,0.693147,5.291503,1.386294,29.93,0,0.000000,0.471239,0.453990,0.891007
2298,2298,0.349887,62,27,2.501436,4,0.693147,5.477226,2.197225,29.95,4724,8.460623,0.471239,0.453990,0.891007
2299,2299,0.146727,62,27,2.501436,4,0.693147,5.744563,2.484907,29.95,20343,9.920541,0.471239,0.453990,0.891007
2300,2300,0.056433,62,27,2.501436,3,0.693147,6.082763,2.772589,29.95,20905,9.947791,0.471239,0.453990,0.891007
2301,2301,0.259594,62,27,2.501436,3,0.693147,6.082763,2.944439,29.94,21711,9.985620,0.471239,0.45399,0.891007
2302,2302,0.462754,62,27,2.501436,3,0.693147,5.477226,2.772589,29.93,3010,8.010028,0.471239,0.45399,0.891007
2303,2303,0.665914,62,27,2.501436,4,0.693147,4.690416,2.639057,29.95,0,0.000000,0.471239,0.45399,0.891007
2304,2304,0.756483,61,27,2.772589,4,0.693147,4.358899,2.772589,29.92,0,0.000000,0.471239,0.45399,0.891007
2305,2305,0.553551,61,27,2.772589,4,0.693147,4.000000,2.302585,29.89,0,0.000000,0.471239,0.45399,0.891007
2306,2306,0.350620,61,27,2.772589,4,1.098612,4.000000,2.708050,29.92,1653,7.410952,0.471239,0.45399,0.891007
2307,2307,0.147689,61,27,2.772589,4,1.098612,4.690416,2.197225,29.93,17545,9.772581,0.471239,0.45399,0.891007
2308,2308,0.055242,61,27,2.772589,3,0.693147,5.656854,3.044522,29.92,28838,10.269484,0.471239,0.45399,0.891007
2309,2309,0.258174,61,27,2.772589,3,0.693147,5.196152,3.044522,29.92,16318,9.700085,0.471239,0.45399,0.891007
2310,2310,0.461105,61,27,2.772589,4,0.693147,4.000000,3.044522,29.92,2179,7.687080,0.471239,0.45399,0.891007
2311,2311,0.664036,61,27,2.772589,4,0.693147,4.358899,2.639057,29.95,0,0.000000,0.471239,0.453990,0.891007
2312,2312,0.756483,62,26,2.708050,4,0.693147,4.358899,2.639057,29.93,0,0.000000,0.453786,0.438371,0.898794
2313,2313,0.553551,62,26,2.708050,4,0.693147,4.000000,2.833213,29.92,0,0.000000,0.453786,0.438371,0.898794
2314,2314,0.350620,62,26,2.708050,4,0.693147,4.000000,2.484907,29.94,940,6.846943,0.453786,0.438371,0.898794
2315,2315,0.147689,62,26,2.708050,4,0.693147,4.358899,2.708050,29.96,10068,9.217217,0.453786,0.438371,0.898794
2316,2316,0.055242,62,26,2.708050,3,0.693147,5.477226,2.890372,29.95,30530,10.326498,0.453786,0.438371,0.898794
2317,2317,0.258174,62,26,2.708050,3,0.693147,5.477226,3.044522,29.91,21210,9.962275,0.453786,0.438371,0.898794
2318,2318,0.461105,62,26,2.708050,3,0.693147,4.358899,2.772589,29.88,1986,7.594381,0.453786,0.438371,0.898794
2319,2319,0.664036,62,26,2.708050,3,0.693147,4.000000,2.484907,29.88,0,0.000000,0.453786,0.438371,0.898794
2320,2320,0.757336,66,29,2.484907,3,0.693147,3.605551,1.386294,29.86,0,0.000000,0.506145,0.484810,0.874620
2321,2321,0.554176,66,29,2.484907,2,0.693147,3.605551,1.386294,29.85,0,0.000000,0.506145,0.48481,0.874620
2322,2322,0.351016,66,29,2.484907,1,0.693147,4.690416,1.791759,29.87,8499,9.047821,0.506145,0.48481,0.874620
2323,2323,0.147856,66,29,2.484907,1,0.693147,5.196152,1.791759,29.86,28574,10.260287,0.506145,0.48481,0.874620
2324,2324,0.055305,66,29,2.484907,1,0.693147,6.782330,3.091042,29.84,33454,10.417957,0.506145,0.48481,0.874620
2325,2325,0.258465,66,29,2.484907,1,0.693147,6.082763,3.218876,29.81,21182,9.960954,0.506145,0.48481,0.874620
2326,2326,0.461625,66,29,2.484907,1,0.693147,5.291503,2.833213,29.79,1931,7.566311,0.506145,0.48481,0.874620
2327,2327,0.664786,66,29,2.484907,0,0.693147,4.690416,2.772589,29.80,0,0.000000,0.506145,0.48481,0.874620
2328,2328,0.756483,63,27,3.190476,0,0.693147,4.123106,2.197225,29.76,0,0.000000,0.471239,0.45399,0.891007
2329,2329,0.553551,63,27,3.190476,1,0.693147,3.605551,2.484907,29.75,0,0.000000,0.471239,0.45399,0.891007
2330,2330,0.350620,63,27,3.190476,1,0.693147,5.000000,2.197225,29.77,8805,9.083189,0.471239,0.45399,0.891007
2331,2331,0.147689,63,27,3.190476,2,0.693147,6.082763,3.091042,29.77,28536,10.258957,0.471239,0.453990,0.891007
2332,2332,0.055242,63,27,3.190476,3,0.693147,5.916080,3.526361,29.75,26470,10.183805,0.471239,0.453990,0.891007
2333,2333,0.258174,63,27,3.190476,2,0.693147,5.916080,3.610918,29.73,21306,9.966791,0.471239,0.453990,0.891007
2334,2334,0.461105,63,27,3.190476,1,0.693147,5.477226,3.496508,29.71,2016,7.609367,0.471239,0.453990,0.891007
2335,2335,0.664036,63,27,3.190476,1,0.693147,4.690416,3.433987,29.71,0,0.000000,0.471239,0.453990,0.891007
2336,2336,0.756483,59,26,2.985682,1,0.693147,4.795832,3.465736,29.72,0,0.000000,0.453786,0.438371,0.898794
2337,2337,0.553551,59,26,2.985682,1,0.693147,3.741657,2.484907,29.71,0,0.000000,0.453786,0.438371,0.898794
2338,2338,0.350620,59,26,2.985682,2,1.386294,5.000000,1.945910,29.75,7747,8.955190,0.453786,0.438371,0.898794
2339,2339,0.147689,59,26,2.985682,2,0.693147,5.916080,2.484907,29.76,29088,10.278115,0.453786,0.438371,0.898794
2340,2340,0.055242,59,26,2.985682,3,0.693147,6.082763,3.044522,29.79,32083,10.376113,0.453786,0.438371,0.898794
2341,2341,0.258174,59,26,2.985682,2,0.693147,5.916080,3.401197,29.78,20057,9.906383,0.453786,0.438371,0.898794
2342,2342,0.461105,59,26,2.985682,2,0.693147,5.291503,2.302585,29.77,2016,7.609367,0.453786,0.438371,0.898794
2343,2343,0.664036,59,26,2.985682,1,0.693147,4.795832,3.496508,29.80,0,0.000000,0.453786,0.438371,0.898794
2344,2344,0.757610,61,28,2.797281,1,0.693147,4.472136,3.465736,29.82,0,0.000000,0.488692,0.469472,0.882948
2345,2345,0.554679,61,28,2.797281,1,0.693147,4.123106,2.833213,29.84,0,0.000000,0.488692,0.469472,0.882948
2346,2346,0.351747,61,28,2.797281,1,0.693147,5.477226,2.397895,29.87,8741,9.075894,0.488692,0.469472,0.882948
2347,2347,0.148816,61,28,2.797281,1,0.693147,6.633250,1.791759,29.89,29346,10.286946,0.488692,0.469472,0.882948
2348,2348,0.054115,61,28,2.797281,1,0.693147,6.928203,3.135494,29.90,34592,10.451407,0.488692,0.469472,0.882948
2349,2349,0.257046,61,28,2.797281,1,0.693147,6.480741,3.135494,29.88,21607,9.980819,0.488692,0.469472,0.882948
2350,2350,0.459977,61,28,2.797281,1,0.693147,5.744563,3.044522,29.87,1971,7.586804,0.488692,0.469472,0.882948
2351,2351,0.662909,61,28,2.797281,1,0.693147,4.795832,2.708050,29.88,0,0.000000,0.488692,0.469472,0.882948
2352,2352,0.757610,67,29,2.459589,0,0.693147,4.472136,2.079442,29.85,0,0.000000,0.506145,0.484810,0.874620
2353,2353,0.554679,67,29,2.459589,1,0.693147,4.795832,1.386294,29.82,0,0.000000,0.506145,0.484810,0.874620
2354,2354,0.351747,67,29,2.459589,0,0.693147,5.291503,1.386294,29.84,8824,9.085344,0.506145,0.484810,0.874620
2355,2355,0.148816,67,29,2.459589,0,0.693147,5.477226,1.791759,29.83,29010,10.275430,0.506145,0.484810,0.874620
2356,2356,0.054115,67,29,2.459589,0,0.693147,8.306624,2.890372,29.80,33697,10.425194,0.506145,0.484810,0.874620
2357,2357,0.257046,67,29,2.459589,0,0.693147,7.615773,3.218876,29.77,21260,9.964630,0.506145,0.484810,0.874620
2358,2358,0.459977,67,29,2.459589,0,0.693147,5.916080,2.944439,29.73,2009,7.605890,0.506145,0.484810,0.874620
2359,2359,0.662909,67,29,2.459589,0,0.693147,5.291503,2.639057,29.75,0,0.000000,0.506145,0.484810,0.874620
2360,2360,0.758465,66,30,2.525729,0,0.693147,4.795832,2.302585,29.73,0,0.000000,0.523599,0.500000,0.866025
2361,2361,0.555305,66,30,2.525729,1,0.693147,4.795832,2.197225,29.71,0,0.000000,0.523599,0.500000,0.866025
2362,2362,0.352144,66,30,2.525729,0,1.098612,5.291503,1.945910,29.73,8555,9.054388,0.523599,0.500000,0.866025
2363,2363,0.148984,66,30,2.525729,0,0.693147,5.916080,1.791759,29.73,28488,10.257273,0.523599,0.500000,0.866025
2364,2364,0.054176,66,30,2.525729,0,0.693147,7.549834,2.708050,29.72,33111,10.407651,0.523599,0.500000,0.866025
2365,2365,0.257336,66,30,2.525729,1,0.693147,6.708204,3.135494,29.72,20969,9.950848,0.523599,0.500000,0.866025
2366,2366,0.460497,66,30,2.525729,1,0.693147,5.477226,2.890372,29.73,1990,7.596392,0.523599,0.500000,0.866025
2367,2367,0.663657,66,30,2.525729,1,0.693147,4.472136,2.639057,29.78,0,0.000000,0.523599,0.500000,0.866025
2368,2368,0.757610,63,32,2.186051,1,0.693147,3.741657,2.397895,29.78,0,0.000000,0.558505,0.529919,0.848048
2369,2369,0.554679,63,32,2.186051,1,0.693147,3.162278,2.079442,29.79,0,0.000000,0.558505,0.529919,0.848048
2370,2370,0.351747,63,32,2.186051,1,0.693147,4.690416,1.386294,29.83,1983,7.592870,0.558505,0.529919,0.848048
2371,2371,0.148816,63,32,2.186051,1,0.693147,5.196152,1.945910,29.87,25265,10.137215,0.558505,0.529919,0.848048
2372,2372,0.054115,63,32,2.186051,0,0.693147,5.656854,2.397895,29.88,35033,10.464074,0.558505,0.529919,0.848048
2373,2373,0.257046,63,32,2.186051,0,0.693147,6.403124,1.945910,29.85,18600,9.830971,0.558505,0.529919,0.848048
2374,2374,0.459977,63,32,2.186051,1,0.693147,5.477226,2.197225,29.87,1060,6.966967,0.558505,0.529919,0.848048
2375,2375,0.662909,63,32,2.186051,1,0.693147,4.123106,2.639057,29.91,0,0.000000,0.558505,0.529919,0.848048
2376,2376,0.757610,65,26,2.261763,1,0.693147,3.741657,2.079442,29.91,0,0.000000,0.453786,0.438371,0.898794
2377,2377,0.554679,65,26,2.261763,2,0.693147,4.123106,1.791759,29.92,0,0.000000,0.453786,0.438371,0.898794
2378,2378,0.351747,65,26,2.261763,1,0.693147,5.291503,1.386294,29.94,2539,7.839919,0.453786,0.438371,0.898794
2379,2379,0.148816,65,26,2.261763,1,0.693147,5.477226,2.197225,29.93,22145,10.005412,0.453786,0.438371,0.898794
2380,2380,0.054115,65,26,2.261763,1,0.693147,7.000000,1.791759,29.91,33481,10.418763,0.453786,0.438371,0.898794
2381,2381,0.257046,65,26,2.261763,2,0.693147,7.000000,2.944439,29.91,22023,9.999888,0.453786,0.438371,0.898794
2382,2382,0.459977,65,26,2.261763,2,0.693147,5.291503,2.833213,29.91,1886,7.542744,0.453786,0.438371,0.898794
2383,2383,0.662909,65,26,2.261763,1,0.693147,5.000000,2.302585,29.92,0,0.000000,0.453786,0.438371,0.898794
2384,2384,0.759594,63,29,2.379546,1,0.693147,4.472136,2.197225,29.90,0,0.000000,0.506145,0.484810,0.874620
2385,2385,0.556433,63,29,2.379546,3,0.693147,4.123106,2.639057,29.91,0,0.000000,0.506145,0.484810,0.874620
2386,2386,0.353273,63,29,2.379546,4,1.098612,4.123106,1.386294,29.92,0,0.000000,0.506145,0.484810,0.874620
2387,2387,0.150113,63,29,2.379546,1,0.693147,5.656854,1.945910,29.93,0,0.000000,0.506145,0.484810,0.874620
2388,2388,0.053047,63,29,2.379546,1,0.693147,6.244998,2.302585,29.91,2668,7.889459,0.506145,0.484810,0.874620
2389,2389,0.256208,63,29,2.379546,1,0.693147,6.557439,2.833213,29.87,21718,9.985943,0.506145,0.484810,0.874620
2390,2390,0.459368,63,29,2.379546,2,0.693147,5.744563,2.639057,29.87,2086,7.643483,0.506145,0.484810,0.874620
2391,2391,0.662528,63,29,2.379546,0,0.693147,4.472136,2.197225,29.90,0,0.000000,0.506145,0.48481,0.874620
2392,2392,0.759594,70,30,2.370244,0,0.693147,4.472136,2.302585,29.88,0,0.000000,0.523599,0.50000,0.866025
2393,2393,0.556433,70,30,2.370244,0,0.693147,3.741657,2.079442,29.88,0,0.000000,0.523599,0.50000,0.866025
2394,2394,0.353273,70,30,2.370244,1,0.693147,5.000000,1.386294,29.91,8376,9.033245,0.523599,0.50000,0.866025
2395,2395,0.150113,70,30,2.370244,0,1.098612,5.385165,1.386294,29.92,27771,10.231784,0.523599,0.50000,0.866025
2396,2396,0.053047,70,30,2.370244,0,0.693147,7.549834,2.397895,29.89,32483,10.388503,0.523599,0.50000,0.866025
2397,2397,0.256208,70,30,2.370244,0,0.693147,8.124038,3.091042,29.86,20505,9.928473,0.523599,0.50000,0.866025
2398,2398,0.459368,70,30,2.370244,0,0.693147,7.549834,2.890372,29.85,1950,7.576097,0.523599,0.50000,0.866025
2399,2399,0.662528,70,30,2.370244,0,0.693147,6.855655,2.197225,29.87,0,0.000000,0.523599,0.50000,0.866025
2400,2400,0.759594,70,30,2.533697,0,0.693147,5.916080,1.791759,29.85,0,0.000000,0.523599,0.50000,0.866025
2401,2401,0.556433,70,30,2.533697,1,0.693147,5.291503,2.397895,29.84,0,0.000000,0.523599,0.5,0.866025
2402,2402,0.353273,70,30,2.533697,0,0.693147,5.656854,1.386294,29.87,8112,9.001223,0.523599,0.5,0.866025
2403,2403,0.150113,70,30,2.533697,0,0.693147,6.633250,1.945910,29.87,27692,10.228935,0.523599,0.5,0.866025
2404,2404,0.053047,70,30,2.533697,1,0.693147,7.211103,3.044522,29.84,32832,10.399189,0.523599,0.5,0.866025
2405,2405,0.256208,70,30,2.533697,1,0.693147,7.071068,3.178054,29.80,20767,9.941169,0.523599,0.5,0.866025
2406,2406,0.459368,70,30,2.533697,1,1.098612,5.477226,2.772589,29.78,1996,7.599401,0.523599,0.5,0.866025
2407,2407,0.662528,70,30,2.533697,1,0.693147,4.358899,2.484907,29.81,0,0.000000,0.523599,0.5,0.866025
2408,2408,0.760452,62,30,2.660260,0,0.693147,4.000000,2.302585,29.80,0,0.000000,0.523599,0.5,0.866025
2409,2409,0.557062,62,30,2.660260,1,0.693147,2.645751,2.708050,29.80,0,0.000000,0.523599,0.5,0.866025
2410,2410,0.353672,62,30,2.660260,1,1.098612,4.000000,2.484907,29.82,8254,9.018574,0.523599,0.5,0.866025
2411,2411,0.150282,62,30,2.660260,1,0.693147,5.477226,2.772589,29.82,29225,10.282814,0.523599,0.500000,0.866025
2412,2412,0.053107,62,30,2.660260,1,1.098612,6.244998,3.044522,29.80,34434,10.446829,0.523599,0.500000,0.866025
2413,2413,0.256497,62,30,2.660260,1,1.386294,6.244998,2.944439,29.77,21417,9.971987,0.523599,0.500000,0.866025
2414,2414,0.459887,62,30,2.660260,1,0.693147,5.291503,2.708050,29.78,2070,7.635787,0.523599,0.500000,0.866025
2415,2415,0.663277,62,30,2.660260,0,0.693147,4.690416,1.945910,29.82,0,0.000000,0.523599,0.500000,0.866025
2416,2416,0.761582,65,32,2.208274,0,0.693147,4.690416,1.945910,29.81,0,0.000000,0.558505,0.529919,0.848048
2417,2417,0.558192,65,32,2.208274,1,0.693147,3.605551,1.945910,29.79,0,0.000000,0.558505,0.529919,0.848048
2418,2418,0.354802,65,32,2.208274,1,0.693147,5.000000,1.386294,29.81,1645,7.406103,0.558505,0.529919,0.848048
2419,2419,0.151412,65,32,2.208274,1,0.693147,5.196152,2.079442,29.82,18567,9.829195,0.558505,0.529919,0.848048
2420,2420,0.051977,65,32,2.208274,1,0.693147,6.164414,2.197225,29.81,34320,10.443513,0.558505,0.529919,0.848048
2421,2421,0.255367,65,32,2.208274,2,0.693147,6.403124,2.772589,29.77,22350,10.014626,0.558505,0.529919,0.848048
2422,2422,0.458757,65,32,2.208274,1,0.693147,5.477226,2.397895,29.78,2137,7.667626,0.558505,0.529919,0.848048
2423,2423,0.662147,65,32,2.208274,2,0.693147,4.690416,2.197225,29.82,0,0.000000,0.558505,0.529919,0.848048
2424,2424,0.762443,65,31,2.261763,2,0.693147,4.358899,1.945910,29.81,0,0.000000,0.541052,0.515038,0.857167
2425,2425,0.558824,65,31,2.261763,4,0.693147,5.000000,1.791759,29.82,0,0.000000,0.541052,0.515038,0.857167
2426,2426,0.355204,65,31,2.261763,4,0.693147,5.000000,1.386294,29.84,1748,7.466799,0.541052,0.515038,0.857167
2427,2427,0.151584,65,31,2.261763,1,0.693147,5.477226,1.791759,29.84,15670,9.659567,0.541052,0.515038,0.857167
2428,2428,0.052036,65,31,2.261763,1,0.693147,6.708204,2.197225,29.83,35405,10.474637,0.541052,0.515038,0.857167
2429,2429,0.255656,65,31,2.261763,1,0.693147,6.708204,2.772589,29.80,21784,9.988977,0.541052,0.515038,0.857167
2430,2430,0.459276,65,31,2.261763,1,0.693147,5.000000,2.833213,29.81,2106,7.653020,0.541052,0.515038,0.857167
2431,2431,0.662896,65,31,2.261763,1,0.693147,4.000000,2.302585,29.84,0,0.000000,0.541052,0.515038,0.857167
2432,2432,0.763307,64,29,2.587764,1,0.693147,3.605551,2.079442,29.85,0,0.000000,0.506145,0.484810,0.874620
2433,2433,0.559456,64,29,2.587764,4,0.693147,4.123106,2.197225,29.85,0,0.000000,0.506145,0.484810,0.874620
2434,2434,0.355606,64,29,2.587764,4,0.693147,5.000000,1.386294,29.87,2399,7.783224,0.506145,0.484810,0.874620
2435,2435,0.151755,64,29,2.587764,1,0.693147,5.656854,2.397895,29.88,22313,10.012970,0.506145,0.484810,0.874620
2436,2436,0.052095,64,29,2.587764,1,0.693147,6.557439,2.890372,29.87,34373,10.445056,0.506145,0.484810,0.874620
2437,2437,0.255946,64,29,2.587764,1,0.693147,6.403124,3.091042,29.86,21804,9.989895,0.506145,0.484810,0.874620
2438,2438,0.459796,64,29,2.587764,1,0.693147,5.000000,2.944439,29.88,1953,7.577634,0.506145,0.484810,0.874620
2439,2439,0.663647,64,29,2.587764,1,0.693147,4.358899,2.397895,29.93,0,0.000000,0.506145,0.484810,0.874620
2440,2440,0.764172,61,29,2.734368,2,0.693147,4.358899,2.079442,29.92,0,0.000000,0.506145,0.484810,0.874620
2441,2441,0.560091,61,29,2.734368,4,0.693147,4.472136,2.397895,29.92,0,0.000000,0.506145,0.48481,0.874620
2442,2442,0.356009,61,29,2.734368,4,1.098612,4.358899,2.302585,29.94,2670,7.890208,0.506145,0.48481,0.874620
2443,2443,0.151927,61,29,2.734368,1,0.693147,5.916080,2.708050,29.96,27457,10.220413,0.506145,0.48481,0.874620
2444,2444,0.052154,61,29,2.734368,1,0.693147,6.403124,3.044522,29.95,34647,10.452995,0.506145,0.48481,0.874620
2445,2445,0.256236,61,29,2.734368,2,0.693147,6.082763,3.178054,29.94,21996,9.998661,0.506145,0.48481,0.874620
2446,2446,0.460317,61,29,2.734368,1,0.693147,4.472136,3.044522,29.95,2118,7.658700,0.506145,0.48481,0.874620
2447,2447,0.664399,61,29,2.734368,2,0.693147,4.123106,2.772589,29.98,0,0.000000,0.506145,0.48481,0.874620
2448,2448,0.764172,64,27,2.484907,3,0.693147,3.741657,2.397895,29.98,0,0.000000,0.471239,0.45399,0.891007
2449,2449,0.560091,64,27,2.484907,4,0.693147,4.123106,2.197225,29.97,0,0.000000,0.471239,0.45399,0.891007
2450,2450,0.356009,64,27,2.484907,3,0.693147,4.690416,1.386294,30.00,1643,7.404888,0.471239,0.45399,0.891007
2451,2451,0.151927,64,27,2.484907,1,0.693147,6.082763,2.079442,30.01,18585,9.830164,0.471239,0.45399,0.891007
2452,2452,0.052154,64,27,2.484907,1,0.693147,6.708204,3.091042,29.99,34902,10.460328,0.471239,0.45399,0.891007
2453,2453,0.256236,64,27,2.484907,1,0.693147,6.557439,2.890372,29.97,21778,9.988701,0.471239,0.45399,0.891007
2454,2454,0.460317,64,27,2.484907,1,0.693147,5.477226,2.708050,29.97,2075,7.638198,0.471239,0.45399,0.891007
2455,2455,0.664399,64,27,2.484907,1,0.693147,4.690416,2.484907,29.99,0,0.000000,0.471239,0.45399,0.891007
2456,2456,0.765040,61,27,2.778819,3,0.693147,4.690416,2.197225,29.98,0,0.000000,0.471239,0.45399,0.891007
2457,2457,0.560726,61,27,2.778819,4,0.693147,4.690416,2.197225,29.98,0,0.000000,0.471239,0.45399,0.891007
2458,2458,0.356413,61,27,2.778819,4,0.693147,4.472136,2.397895,30.01,1093,6.997596,0.471239,0.45399,0.891007
2459,2459,0.152100,61,27,2.778819,2,0.693147,5.477226,2.890372,30.02,10324,9.242323,0.471239,0.45399,0.891007
2460,2460,0.052213,61,27,2.778819,3,0.693147,5.291503,2.944439,30.03,29059,10.277118,0.471239,0.45399,0.891007
2461,2461,0.256527,61,27,2.778819,1,0.693147,6.082763,3.091042,30.02,21963,9.997160,0.471239,0.45399,0.891007
2462,2462,0.460840,61,27,2.778819,3,0.693147,5.291503,3.135494,30.03,2095,7.647786,0.471239,0.45399,0.891007
2463,2463,0.665153,61,27,2.778819,3,0.693147,5.000000,2.484907,30.05,0,0.000000,0.471239,0.45399,0.891007
2464,2464,0.766175,62,27,2.821379,4,0.693147,5.000000,2.484907,30.04,0,0.000000,0.471239,0.45399,0.891007
2465,2465,0.561862,62,27,2.821379,3,0.693147,5.000000,2.708050,30.03,0,0.000000,0.471239,0.45399,0.891007
2466,2466,0.357548,62,27,2.821379,2,0.693147,5.477226,2.639057,30.04,7462,8.917713,0.471239,0.45399,0.891007
2467,2467,0.153235,62,27,2.821379,1,0.693147,6.633250,2.890372,30.05,29899,10.305614,0.471239,0.45399,0.891007
2468,2468,0.051078,62,27,2.821379,0,0.693147,7.000000,3.135494,30.03,35486,10.476922,0.471239,0.45399,0.891007
2469,2469,0.255392,62,27,2.821379,1,0.693147,6.633250,3.135494,30.00,22253,10.010277,0.471239,0.45399,0.891007
2470,2470,0.459705,62,27,2.821379,1,0.693147,5.291503,2.944439,29.97,2065,7.633370,0.471239,0.45399,0.891007
2471,2471,0.664018,62,27,2.821379,2,0.693147,4.472136,2.397895,29.98,0,0.000000,0.471239,0.453990,0.891007
2472,2472,0.767918,62,27,2.631889,3,0.693147,4.690416,2.639057,29.95,0,0.000000,0.471239,0.453990,0.891007
2473,2473,0.563140,62,27,2.631889,4,0.693147,4.472136,2.302585,29.93,0,0.000000,0.471239,0.453990,0.891007
2474,2474,0.358362,62,27,2.631889,1,0.693147,4.690416,1.386294,29.94,2844,7.953318,0.471239,0.453990,0.891007
2475,2475,0.153584,62,27,2.631889,1,0.693147,5.916080,2.944439,29.96,21133,9.958638,0.471239,0.453990,0.891007
2476,2476,0.051195,62,27,2.631889,2,0.693147,5.916080,3.135494,29.97,29027,10.276016,0.471239,0.453990,0.891007
2477,2477,0.255973,62,27,2.631889,2,0.693147,6.082763,2.944439,29.93,22350,10.014626,0.471239,0.453990,0.891007
2478,2478,0.460751,62,27,2.631889,1,0.693147,5.744563,2.639057,29.91,2045,7.623642,0.471239,0.453990,0.891007
2479,2479,0.665529,62,27,2.631889,0,0.693147,5.291503,2.079442,29.93,0,0.000000,0.471239,0.453990,0.891007
2480,2480,0.767918,64,28,2.928524,0,0.693147,4.690416,1.945910,29.92,0,0.000000,0.488692,0.469472,0.882948
2481,2481,0.563140,64,28,2.928524,1,0.693147,4.472136,2.484907,29.91,0,0.000000,0.488692,0.469472,0.882948
2482,2482,0.358362,64,28,2.928524,1,0.693147,5.291503,2.639057,29.95,8087,8.998137,0.488692,0.469472,0.882948
2483,2483,0.153584,64,28,2.928524,1,0.693147,6.855655,2.484907,29.95,28523,10.258501,0.488692,0.469472,0.882948
2484,2484,0.051195,64,28,2.928524,0,0.693147,6.708204,3.218876,29.96,33563,10.421209,0.488692,0.469472,0.882948
2485,2485,0.255973,64,28,2.928524,1,0.693147,6.855655,3.401197,29.91,21125,9.958260,0.488692,0.469472,0.882948
2486,2486,0.460751,64,28,2.928524,2,0.693147,5.477226,2.890372,29.91,1980,7.591357,0.488692,0.469472,0.882948
2487,2487,0.665529,64,28,2.928524,1,0.693147,4.472136,3.135494,29.94,0,0.000000,0.488692,0.469472,0.882948
2488,2488,0.768793,60,26,2.753661,3,0.693147,4.123106,2.833213,29.95,0,0.000000,0.453786,0.438371,0.898794
2489,2489,0.563781,60,26,2.753661,3,0.693147,3.162278,2.484907,29.96,0,0.000000,0.453786,0.438371,0.898794
2490,2490,0.358770,60,26,2.753661,3,0.693147,4.123106,2.197225,29.98,6537,8.785387,0.453786,0.438371,0.898794
2491,2491,0.153759,60,26,2.753661,3,0.693147,5.000000,2.833213,30.01,29343,10.286843,0.453786,0.438371,0.898794
2492,2492,0.051253,60,26,2.753661,1,0.693147,6.403124,3.218876,29.99,34620,10.452216,0.453786,0.438371,0.898794
2493,2493,0.256264,60,26,2.753661,1,0.693147,6.403124,2.890372,29.96,21575,9.979337,0.453786,0.438371,0.898794
2494,2494,0.461276,60,26,2.753661,1,0.693147,5.291503,2.708050,29.97,2026,7.614312,0.453786,0.438371,0.898794
2495,2495,0.666287,60,26,2.753661,1,0.693147,4.690416,2.890372,29.99,0,0.000000,0.453786,0.438371,0.898794
